	followers gained	views gained
1495	131375	4309380
1496	13759	914849
1497	26292	1618987
1498	30439	3818887
1499	9513	1470842
1500	24219	3550325
1501	123059	3889181
1502	18442	11034109
1503	23116	3716368
1504	27153	3361118
1505	19424	2703739
1506	110259	3149768
1507	31386	892111
1508	19366	1803630
1509	40194	2151283
1510	58729	1505575
1511	25454	3751880
1512	59897	1474240
1513	44950	4649093
1514	185551	2406709
1515	9409	5036046
1516	43111	2456393
1517	44588	6780296
1518	345966	4828731
1519	311248	3121032
1520	22901	2291576
1521	117782	2113877
1522	41474	701711
1523	78111	1842208
1524	210021	2615269
1525	14232	24908705
1526	10173	3642541
1527	10980	1987521
1528	52024	7850948
1529	318618	1459217
1530	26745	2665103
1531	4208	1966922
1532	128943	6066733
1533	124596	2871572
1534	254468	3086408
1535	81842	2236826
1536	16753	1111756
1537	-754	1929933
1538	12840	2422501
1539	41174	1200912
1540	24595	1903344
1541	37989	6286820
1542	9517	1286004
1543	61237	2173225
1544	22897	1302225
1545	109284	2921573
1546	12803	2021301
1547	86108	1211244
1548	84171	1607983
1549	122842	9770270
1550	89051	2938581
1551	70885	16270176
1552	64929	2166675
1553	203011	2265113
1554	82611	5191582
1555	295000	4109310
1556	93582	2010843
1557	72631	2983403
1558	2743	970132
1559	26695	3413006
1560	42086	2219702
1561	5642	2349322
1562	19516	2796875
1563	19662	1334608
1564	17958	2743463
1565	215990	1444904
1566	59550	1880133
1567	27695	4095369
1568	27275	1988427
1569	9750	2111768
1570	149386	2671407
1571	87065	1803527
1572	18778	4071465
1573	40951	2487209
1574	81122	1099397
1575	8078	2447114
1576	45033	2769865
1577	6183	1500473
1578	24927	3923318
1579	72615	673049
1580	263873	2580137
1581	367224	1545505
1582	35430	1371309
1583	65811	1150399
1584	156685	2274178
1585	10075	16117675
1586	24992	1132030
1587	156004	1569722
1588	43615	647707
1589	167648	4201346
1590	106846	3423681
1591	576348	2822119
1592	17404	106568
1593	214115	2445298
1594	56605	14957971
1595	168431	16180241
1596	7187	1852733
1597	76733	2955791
1598	67308	1818467
1599	458490	1156440
1600	12197	24318386
1601	134647	3517971
1602	18648	4990224
1603	12227	1907491
1604	137281	5641968
1605	16058	4769961
1606	88498	3540511
1607	49442	2308321
1608	6741	1374784
1609	-1897	2863557
1610	76365	2077650
1611	39063	3098501
1612	287633	2623687
1613	17933	5572681
1614	31527	2722597
1615	48091	1252863
1616	56789	1556551
1617	195706	2724370
1618	53132	1095460
1619	90411	2049128
1620	-4641	2264592
1621	22823	1525539
1622	24249	3165513
1623	-3659	2889985
1624	711893	2928654
1625	274586	2145436
1626	147158	2199598
1627	28235	30201768
1628	60731	3429686
1629	10997	1911042
1630	199412	3993831
1631	25564	3846899
1632	5661	2499252
1633	11623	1348030
1634	25454	4085188
1635	318469	750190
1636	147861	1004511
1637	257662	1668012
1638	16945	1863826
1639	6150	681054
1640	150379	3790970
1641	113020	3328742
1642	9604	2103522
1643	76983	2708270
1644	28742	6400297
1645	189356	1664749
1646	36761	1887881
1647	12059	3088964
1648	28367	5366536
1649	567599	2239911
1650	34949	4121187
1651	19743	2393048
1652	140854	15008332
1653	57205	1419679
1654	25298	2199346
1655	42472	2969104
1656	-178570	2952960
1657	9562	2021939
1658	99874	2264000
1659	12776	4882946
1660	80997	1044445
1661	105130	2239270
1662	50739	2438925
1663	34726	1139499
1664	56085	1297569
1665	16069	534683
1666	32742	4584110
1667	22305	2203498
1668	19417	2538342
1669	39713	905250
1670	366366	2339821
1671	24512	3615287
1672	262350	1440357
1673	23479	1006829
1674	23542	910890
1675	331987	3993395
1676	5440	1533682
1677	7414	108161
1678	44432	1982762
1679	-4424	681645
1680	63689	1086332
1681	42779	2882877
1682	39033	1265490
1683	62632	1423965
1684	44117	1215240
1685	27802	3027469
1686	109429	3709327
1687	55540	2558015
1688	7116	4221800
1689	8899	2134199
1690	34663	1441938
1691	8303	12390273
1692	28268	2635645
1693	62518	1720211
1694	26507	17482979
1695	129494	5840545
1696	343131	2647117
1697	10579	4228951
1698	20364	984178
1699	59442	2040619
1700	24391	2741356
1701	85212	1521168
1702	135132	1588419
1703	98969	1875801
1704	161702	3403055
1705	78458	686543
1706	54344	2743641
1707	21528	1731425
1708	222434	1508251
1709	26909	5244446
1710	471732	2326731
1711	3414	1395122
1712	70961	3823219
1713	11033	2347345
1714	36028	1742207
1715	64911	3989924
1716	38524	1307743
1717	66661	1950646
1718	275510	3372966
1719	6491	2192685
1720	33605	4006647
1721	45243	1323739
1722	17038	1546455
1723	61802	2726011
1724	98653	4172021
1725	173094	2898527
1726	280915	2005864
1727	43945	1333658
1728	38146	4421544
1729	21249	1881752
1730	48451	2426970
1731	46857	1674668
1732	26139	4163448
1733	4324	1926669
1734	25103	2473905
1735	6508	2098273
1736	6869	1542819
1737	38890	1202209
1738	36257	1351172
1739	7661	2246512
1740	29716	2352748
1741	70233	1286692
1742	575459	1979927
1743	64496	2226826
1744	51424	1487901
1745	38219	1359834
1746	5273	1913701
1747	12485	1648492
1748	10446	2671933
1749	45909	583091
1750	17459	1868417
1751	29508	2822774
1752	67353	1160462
1753	14102	1571566
1754	146686	2050144
1755	1952	3606265
1756	6146	890743
1757	33655	2134347
1758	66379	7619491
1759	32532	2280129
1760	-5316	1659848
1761	57631	1542561
1762	40034	5062373
1763	51046	59411
1764	39339	1488171
1765	276802	2080419
1766	8704	409186
1767	264820	4292796
1768	26081	12933527
1769	48691	2237443
1770	65815	1527110
1771	22667	687295
1772	6426	926524
1773	76186	14374831
1774	20095	3085361
1775	123793	3217872
1776	207033	2536203
1777	45240	5159389
1778	88151	2430698
1779	50326	9007710
1780	106288	4666687
1781	32846	3224151
1782	27146	2426364
1783	49687	1056789
1784	13763	989088
1785	17631	2739269
1786	4826	1610671
1787	7751	1393902
1788	184406	2826520
1789	12989	907385
1790	28543	2346424
1791	8168	11865649
1792	76100	2250921
1793	10555	2324126
1794	17532	73253
1795	81251	681862
1796	14171	1332711
1797	344624	1952813
1798	22229	1492722
1799	31608	5160119
1800	22184	810168
1801	5968	532672
1802	41506	1468027
1803	109619	2064066
1804	318312	2564718
1805	21081	822243
1806	51743	3157989
1807	37900	2452237
1808	23706	1341732
1809	143763	2407139
1810	120667	1534443
1811	98066	707622
1812	78947	1263295
1813	369736	2148411
1814	13359	1447496
1815	6908	1276750
1816	6275	2117163
1817	66686	1175508
1818	51769	872556
1819	107948	2955366
1820	234656	2391658
1821	85960	1527830
1822	41932	1568678
1823	199650	2674340
1824	230075	1623261
1825	82952	6029882
1826	115627	2534317
1827	54364	1134759
1828	3830	1355227
1829	22760	1038916
1830	611275	2492509
1831	59072	1978416
1832	204070	3380494
1833	131405	3225654
1834	74084	543653
1835	32777	2243549
1836	77509	3758131
1837	112487	459570
1838	37058	1656001
1839	270543	1564714
1840	88367	1997925
1841	24001	7990138
1842	505924	5312660
1843	103730	2195352
1844	234767	1650978
1845	25215	7616791
1846	30874	3126104
1847	20487	1448343
1848	269288	2954610
1849	13336	1645456
1850	103793	2767561
1851	12553	1402344
1852	169996	1835240
1853	15108	12246103
1854	23759	1017897
1855	90191	1403609
1856	25979	2296684
1857	55287	759153
1858	13525	972022
1859	33336	4206316
1860	23456	2484509
1861	61521	6954822
1862	100969	1263405
1863	96172	6728761
1864	27757	1274104
1865	29538	2831120
1866	34463	1413903
1867	13715	1073042
1868	13472	877608
1869	88665	2728100
1870	20726	2179541
1871	57783	933867
1872	64288	1788550
1873	98885	2117487
1874	21106	3524060
1875	72633	2986394
1876	75863	1131445
1877	40799	1342435
1878	55125	4333675
1879	11177	1093336
1880	67485	1663507
1881	19750	623796
1882	17815	2142035
1883	81058	2191408
1884	65705	1139196
1885	159108	2333762
1886	70910	2435332
1887	5175	1058862
1888	8479	2565517
1889	16578	502340
1890	2311	385148
1891	176924	652025
1892	13962	4212284
1893	16356	865502
1894	14979	996914
1895	93240	2740146
1896	178705	3546798
1897	73913	1470867
1898	190770	743277
1899	5609	1306842
1900	131166	2337925
1901	72422	3561068
1902	60361	4834626
1903	38373	4089787
1904	25185	2557141
1905	24662	950068
1906	30083	3780956
1907	34952	2264055
1908	42149	1498133
1909	371271	1769665
1910	16881	22701512
1911	8407	2451109
1912	221990	2041919
1913	27236	1153323
1914	139028	2228901
1915	28266	1370834
1916	40853	1574104
1917	19490	1112915
1918	13503	1870259
1919	21746	1332885
1920	49105	2339452
1921	63795	2461931
1922	182321	1588677
1923	86855	621638
1924	14260	783602
1925	41332	10901995
1926	1171	692248
1927	108375	2820268
1928	4637	2492916
1929	13091	933891
1930	88880	1444365
1931	3862	2886196
1932	16458	4119091
1933	23112	2010191
1934	5419	997000
1935	22987	2398469
1936	97441	3640725
1937	23329	1433965
1938	110598	1716131
1939	69605	652522
1940	13063	2824960
1941	10010	1264961
1942	41888	1183685
1943	239045	1628066
1944	7839	1621473
1945	19660	964984
1946	158562	2376171
1947	129456	2348649
1948	53663	6003723
1949	36600	1309926
1950	78132	5019347
1951	26535	636159
1952	10042	2190678
1953	67710	1345935
1954	7109	1110190
1955	157156	1090465
1956	47796	2477886
1957	94402	1255270
1958	18666	1227682
1959	49732	8176356
1960	40258	2997583
1961	7399	478128
1962	36680	6138299
1963	511298	2273650
1964	40455	15589637
1965	7760	1361968
1966	317050	5541668
1967	59250	1380935
1968	10005	1065318
1969	26807	1798742
1970	55855	1642649
1971	7261	2303034
1972	73817	1075548
1973	564	88515
1974	21216	2469503
1975	1928	962269
1976	16177	1896638
1977	32087	1078459
1978	74269	4072794
1979	106991	1281718
1980	62502	580209
1981	75626	2514258
1982	17497	1309487
1983	33477	1631371
1984	5243	789534
1985	68628	2879012
1986	16673	3466665
1987	27062	2365699
1988	149190	1210320
1989	7582	2266049
1990	97395	1958575
1991	91019	1694227
1992	52193	2390336
1993	11567	1543153
1994	206692	1336437
1995	11432	3148019
1996	193065	1533574
1997	58545	639382
1998	10695	652652
1999	104356	1050058
2000	234211	2840114
2001	6326	932952
2002	9062	3757526
2003	22969	2358910
2004	5908	1451280
2005	50540	3665369
2006	17067	5784632
2007	74563	958782
2008	118754	1417361
2009	85619	1578144
2010	10712	1060901
2011	11505	766214
2012	84770	982241
2013	24064	1744096
2014	31114	2407150
2015	26410	1623267
2016	25591	12056559
2017	12854	1989796
2018	286410	2209211
2019	6594	8701883
2020	22996	3975000
2021	65272	1336285
2022	35435	2634330
2023	32841	2717606
2024	23284	1551061
2025	42618	4658424
2026	35127	646264
2027	112527	3043186
2028	7603	1006301
2029	157838	3281408
2030	18288	1422985
2031	20444	1404472
2032	57038	1425323
2033	43661	1429807
2034	25754	1873145
2035	81966	1399195
2036	59838	1190467
2037	22852	2029694
2038	46674	4196970
2039	86266	4073868
2040	19776	3605803
2041	13677	816963
2042	28840	1364748
2043	12853	1437014
2044	21213	1002423
2045	50598	1703531
2046	15014	3243231
2047	28860	1412557
2048	13499	222737
2049	6240	2707637
2050	19809	276362
2051	11959	2348955
2052	44003	14339767
2053	65906	2342023
2054	212104	1674666
2055	53376	1748325
2056	74045	2331267
2057	9173	1581055
2058	115103	877616
2059	22841	2469225
2060	133321	1165398
2061	26009	711187
2062	210085	1678985
2063	2846	997164
2064	54926	2054763
2065	72596	1510493
2066	9631	8621106
2067	9500	1567329
2068	25997	1744518
2069	398073	1971156
2070	42465	1993307
2071	77905	1883453
2072	29102	2154883
2073	27516	1020623
2074	5569	3364786
2075	73237	2741018
2076	1562	1862838
2077	12534	1150266
2078	14947	13023317
2079	21241	1936228
2080	80235	1294871
2081	30060	927522
2082	171621	1023764
2083	113435	4353815
2084	52341	4431170
2085	61368	1151882
2086	8926	3089858
2087	9387	1198951
2088	24129	1952578
2089	65778	1294997
2090	49461	1878412
2091	130116	742605
2092	17517	880910
2093	309305	3183892
2094	159854	1063242
2095	46434	2271163
2096	91681	744239
2097	9256	2734279
2098	80625	1542618
2099	35133	5262800
2100	15584	1902391
2101	69155	814629
2102	59403	1233147
2103	5202	439963
2104	175549	2378947
2105	11823	928186
2106	28192	2763273
2107	9965	1264771
2108	16379	957860
2109	12729	2326482
2110	27316	962543
2111	19513	3390476
2112	628703	2148451
2113	34219	990518
2114	15768	921383
2115	13029	769711
2116	129551	493841
2117	24669	1696170
2118	21874	1254798
2119	16594	1596280
2120	61332	1635821
2121	42610	1807522
2122	36227	735496
2123	725	1351324
2124	55209	1116855
2125	11273	917377
2126	50541	2478800
2127	144760	2719787
2128	4550	3464752
2129	25100	291120
2130	21704	1032622
2131	8275	3405523
2132	26197	1755232
2133	13332	651351
2134	19126	1305710
2135	11147	1661467
2136	27613	639025
2137	7640	819230
2138	63557	2246970
2139	21089	1745559
2140	84916	1617062
2141	20959	1503774
2142	55094	1381069
2143	9315	8265322
2144	74011	2202469
2145	13367	2111732
2146	25602	3381148
2147	120690	3037194
2148	12318	1159554
2149	91254	3194893
2150	65493	1163243
2151	14560	804378
2152	29240	1889496
2153	27258	1798162
2154	12750	1152742
2155	5873	1264060
2156	79611	4770925
2157	5406	10366029
2158	79075	3056987
2159	75594	1431635
2160	76805	4902662
2161	40662	1203116
2162	18105	565699
2163	24487	1704527
2164	255807	1519171
2165	15068	4105623
2166	4465	1878124
2167	68535	1741085
2168	135825	4500892
2169	90067	2252712
2170	207721	5447919
2171	115130	655314
2172	57878	793065
2173	6711	2210669
2174	16839	604154
2175	49859	939147
2176	59568	1039370
2177	125398	2575736
2178	91201	4326873
2179	46673	1589189
2180	146497	3692531
2181	18960	1036540
2182	31010	1383197
2183	84038	3227410
2184	12315	930286
2185	48413	4874691
2186	81616	2466332
2187	99751	2474881
2188	3231	835450
2189	18035	1762690
2190	103514	3755971
2191	2598	952479
2192	133651	1584316
2193	15421	2462657
2194	72671	1411369
2195	13178	309914
2196	105406	1282384
2197	10741	1468225
2198	164976	2792556
2199	95034	1257395
2200	6430	881398
2201	18558	2399151
2202	23539	1145100
2203	16247	802632
2204	227789	1810758
2205	3100	1524850
2206	25984	2017103
2207	31754	700837
2208	85489	551955
2209	145211	1834677
2210	100308	3886563
2211	111985	1946546
2212	15021	1800886
2213	171479	2251442
2214	34136	2452810
2215	48236	1809176
2216	3495	1581590
2217	15085	3117151
2218	20103	3003558
2219	36099	354003
2220	52348	1304152
2221	41222	1911917
2222	15615	4784346
2223	21024	938711
2224	210144	2135102
2225	16698	1399434
2226	71762	840567
2227	155225	1530289
2228	34232	1282361
2229	19809	549737
2230	11846	275133
2231	3796	743754
2232	5422	802571
2233	235526	2601789
2234	8360	1090939
2235	230010	2752958
2236	58007	759381
2237	43552	2516899
2238	13105	3960598
2239	235010	5276540
2240	24103	632482
2241	9242	1833721
2242	164167	1256845
2243	109484	4479032
2244	35032	3988582
2245	216049	1406302
2246	20286	2974600
2247	198852	1442468
2248	31386	2279485
2249	102012	1077180
2250	9575	1941607
2251	62600	1181794
2252	61218	817689
2253	145515	908834
2254	40806	1257793
2255	129400	2091812
2256	3325	3547863
2257	72516	874829
2258	14712	2331586
2259	57442	1500851
2260	25700	4953029
2261	1591	422548
2262	30016	4924597
2263	22997	2725633
2264	22832	1168705
2265	27446	930080
2266	5378	1074116
2267	33366	4534488
2268	121558	14199618
2269	20094	1143116
2270	23389	3052178
2271	7426	1124415
2272	8177	2634020
2273	32098	481368
2274	81311	1326350
2275	256702	2094212
2276	47401	9959019
2277	64654	1128062
2278	16360	10420631
2279	160321	3513084
2280	14808	15282818
2281	9911	1555056
2282	1483	779864
2283	9799	886317
2284	89800	855095
2285	130882	1295032
2286	28316	1500549
2287	53343	1241594
2288	40370	1019111
2289	31675	1164018
2290	18467	2598809
2291	9298	4161804
2292	34745	1072416
2293	146098	3239939
2294	31950	2590170
2295	58776	1463023
2296	155052	1804282
2297	53047	2116962
2298	48997	2069280
2299	33493	698332
2300	9065	1019627
2301	8496	2597789
2302	111438	791298
2303	94103	2437983
2304	14244	1725369
2305	48372	4172256
2306	46791	1051246
2307	46933	2131123
2308	47433	809139
2309	48209	1319023
2310	20058	6621444
2311	70062	1062484
2312	8018	796338
2313	15613	832631
2314	81464	1805934
2315	31253	2848359
2316	21342	690318
2317	22652	950813
2318	6342	617930
2319	200898	1940626
2320	3481	1684909
2321	9900	1018813
2322	16321	3724503
2323	82279	1061983
2324	59550	785670
2325	26994	1277217
2326	26962	877399
2327	11990	699781
2328	9794	1020424
2329	126053	1645442
2330	79149	3346433
2331	1442	784106
2332	47235	1282194
2333	6466	920626
2334	7616	10894036
2335	7538	16667494
2336	663	1207108
2337	39759	3834879
2338	27792	2507400
2339	70136	1776945
2340	9444	1212036
2341	7157	963030
2342	30748	1175965
2343	2784	2115865
2344	73388	2240517
2345	21293	883786
2346	6918	964451
2347	7523	16813061
2348	19368	1438587
2349	181856	1148360
2350	166613	2985791
2351	4210	3655507
2352	27986	1229381
2353	88554	1064309
2354	79671	982525
2355	12722	714143
2356	15842	1878134
2357	88975	1277603
2358	32658	3608889
2359	37999	480164
2360	35590	1055131
2361	177744	1824734
2362	24877	1152006
2363	3953	730684
2364	223644	990193
2365	27029	2617760
2366	29456	802361
2367	45765	2247038
2368	44879	1941890
2369	34638	1063118
2370	19719	1602731
2371	72285	1933113
2372	8109	3596193
2373	69869	1599218
2374	176065	749856
2375	3100	414591
2376	565205	1448215
2377	53906	1961738
2378	44573	1579113
2379	18927	4549815
2380	10727	1810713
2381	26097	1033024
2382	13511	835165
2383	11162	1100119
2384	78540	1379563
2385	70339	401965
2386	38165	1527300
2387	110655	559660
2388	15609	3728569
2389	1729	465742
2390	97369	1579555
2391	25636	1125529
2392	24371	6232943
2393	3869	389676
2394	4434	572277
2395	92184	12337966
2396	19507	927361
2397	55093	1343510
2398	88139	2311917
2399	71199	589516
2400	37873	581882
2401	7622	1016012
2402	10761	775621
2403	105103	2008016
2404	76590	829967
2405	71907	604920
2406	18102	2410059
2407	130	553360
2408	5081	1430165
2409	10237	675959
2410	47051	1225502
2411	10408	861049
2412	64724	568052
2413	39252	14033224
2414	17791	562284
2415	47808	2861006
2416	26527	834771
2417	12942	1716062
2418	12251	600238
2419	632	1138184
2420	66972	2420537
2421	61660	495766
2422	11854	4096690
2423	22682	695327
2424	42233	1694057
2425	8208	1323435
2426	21431	758257
2427	10799	5226473
2428	5129	2735575
2429	22219	975147
2430	9678	814836
2431	114671	943649
2432	96904	676970
2433	7624	5520322
2434	27799	2059330
2435	28904	1367279
2436	8642	2600917
2437	14672	1052621
2438	33919	2457585
2439	62241	798448
2440	72465	562135
2441	10620	618922
2442	59265	1123441
2443	52201	358104
2444	135992	2524086
2445	41881	1213857
2446	55987	635589
2447	27498	1218370
2448	25784	4131174
2449	1605	3348687
2450	38407	2411758
2451	34271	4821700
2452	41499	1698067
2453	35361	1954859
2454	97455	4356591
2455	139102	2497544
2456	10962	9302535
2457	27504	2041871
2458	18241	1691710
2459	136690	1742260
2460	7519	675192
2461	102590	3202741
2462	4532	1370292
2463	21605	1592522
2464	41362	3251314
2465	110709	1505654
2466	8740	1598277
2467	172293	3395797
2468	42447	5034608
2469	6346	531245
2470	8439	890524
2471	441218	2723832
2472	16413	2997146
2473	6973	695248
2474	29681	598158
2475	7418	859957
2476	7750	642337
2477	11192	1672667
2478	118181	1556901
2479	-4596	1076467
2480	89845	1431944
2481	10495	3480288
2482	9784	2095839
2483	30491	3093076
2484	53173	2354606
2485	5809	1082717
2486	9673	991388
2487	21489	1936995
2488	7520	1733566
2489	3924	1028305
2490	95997	2093410
2491	12950	480709
2492	32123	3097859
2493	9615	24441
2494	47781	3158419
2495	187134	2505979
2496	501	667056
2497	291792	1331845
2498	388	485671
2499	81041	1957190
2500	32527	1298693
2501	37899	4174626
2502	72948	651108
2503	51975	843436
2504	81444	538843
2505	7123	1155512
2506	16002	1063573
2507	22314	1573789
2508	26801	795614
2509	28645	4587859
2510	10412	1045729
2511	25699	1731872
2512	2506	1781603
2513	130602	2829888
2514	6167	970137
2515	361312	4036394
2516	30252	3331592
2517	167647	3062757
2518	69027	1569654
2519	48541	833873
2520	13323	1347590
2521	80871	1365171
2522	15014	1555045
2523	26279	1664218
2524	43289	1054420
2525	5743	2427313
2526	9624	927128
2527	99480	961719
2528	46093	1212668
2529	29452	1200829
2530	8164	454628
2531	45063	767315
2532	12789	1491461
2533	5705	3116937
2534	11175	2767773
2535	10965	1402652
2536	32487	894505
2537	15245	706156
2538	21539	1005802
2539	14005	699425
2540	156335	2138331
2541	15503	545887
2542	17400	801313
2543	263429	2451861
2544	15870	548299
2545	22598	674088
2546	35946	544494
2547	116444	1459467
2548	11479	3174734
2549	17732	1490420
2550	39878	6255261
2551	24043	2634956
2552	18165	3100839
2553	42928	622669
2554	48634	1488736
2555	163489	1155437
2556	13342	797287
2557	167344	1775972
2558	52928	1540778
2559	6120	909662
2560	23101	2362205
2561	34291	1267502
2562	6808	7124147
2563	70198	13133377
2564	103155	488425
2565	6815	1323816
2566	253923	1696637
2567	4747	1268021
2568	11113	830612
2569	23311	1267858
2570	89147	1057919
2571	13865	3491878
2572	-3313	840632
2573	1592	1471919
2574	1409	547931
2575	38710	1014734
2576	10546	980946
2577	20247	1625118
2578	16273	1576779
2579	117412	1194104
2580	6882	10086272
2581	5405	1106771
2582	23697	1020331
2583	6549	1719598
2584	8640	884700
2585	5821	668650
2586	101100	668069
2587	15861	2332647
2588	9400	1804655
2589	8875	629151
2590	-1413	637439
2591	9999	1163704
2592	18621	1150647
2593	19075	3583834
2594	13925	675416
2595	9191	2197602
2596	33092	1009938
2597	14685	462053
2598	15966	1169997
2599	25277	1892867
2600	26687	1432594
2601	125045	802149
2602	113739	1299734
2603	105329	2183019
2604	46245	479069
2605	93725	1214375
2606	108256	5004640
2607	1733	5566937
2608	17022	2874420
2609	148413	1984299
2610	176893	692560
2611	32316	2062610
2612	3098	984146
2613	68656	1948756
2614	134393	1559828
2615	73154	880277
2616	12760	1070099
2617	46124	465101
2618	9820	396077
2619	5383	911533
2620	51117	1561640
2621	17577	504882
2622	91141	4220893
2623	10970	1551575
2624	5999	475784
2625	68730	3845765
2626	42500	6225809
2627	10265	2536404
2628	14248	725447
2629	22444	912939
2630	11141	903908
2631	118205	1006223
2632	168589	2655754
2633	92084	638504
2634	4260	1271973
2635	48731	2161147
2636	222826	1600268
2637	5468	962812
2638	34426	1451565
2639	7571	603109
2640	14775	887042
2641	115745	1153697
2642	36947	3545249
2643	119539	6076327
2644	26153	1316707
2645	25232	1619024
2646	23022	1567464
2647	38337	831515
2648	10084	2593389
2649	20305	736707
2650	20824	1127016
2651	14793	2142657
2652	464538	4574605
2653	39076	499331
2654	79739	1866905
2655	708	1336101
2656	64317	466088
2657	19623	2388967
2658	25150	772526
2659	22242	1706487
2660	6128	819670
2661	6600	765116
2662	8600	585178
2663	14052	811681
2664	122476	1345426
2665	43624	919829
2666	72189	1063974
2667	30084	4865339
2668	756	760588
2669	51348	403822
2670	1159	146102
2671	14291	1010905
2672	30528	1454733
2673	34677	489926
2674	133002	2475518
2675	86638	860240
2676	2915	1207625
2677	10241	513419
2678	173676	1011450
2679	17721	757024
2680	42419	1086525
2681	24047	1681791
2682	41896	537871
2683	12761	798752
2684	14367	4673327
2685	93061	1286485
2686	33042	2249245
2687	2663	854212
2688	10341	1205247
2689	92800	905364
2690	67442	2633836
2691	9459	2059237
2692	45834	462969
2693	21055	998223
2694	11107	1724803
2695	91736	995847
2696	32003	667773
2697	9300	924182
2698	10570	1076536
2699	32838	1208242
2700	15215	1398355
2701	17008	1136683
2702	23495	1798412
2703	9073	1438242
2704	21446	1592813
2705	12137	894868
2706	117635	1378557
2707	54621	1601539
2708	113549	3109984
2709	94147	2293546
2710	5274	325817
2711	115673	1007688
2712	9619	2729064
2713	33431	4436541
2714	47506	706919
2715	1518	895148
2716	10601	641237
2717	3398	636910
2718	4554	2288535
2719	19663	927030
2720	7430	2071645
2721	76459	1361113
2722	10328	655461
2723	94348	799126
2724	16099	1151873
2725	2114	1677622
2726	39358	2236116
2727	25592	1526116
2728	236345	1162454
2729	49326	3431956
2730	21688	341990
2731	10615	1050967
2732	214324	1631417
2733	21396	898878
2734	8390	662886
2735	11152	591056
2736	25248	752634
2737	143713	1078552
2738	50853	2093540
2739	57535	660942
2740	351543	667977
2741	10125	915676
2742	14460	4847859
2743	11240	1222805
2744	31021	1238957
2745	54270	1093759
2746	25726	7677707
2747	136353	1146938
2748	62713	676738
2749	20007	1118222
2750	358973	783052
2751	10646	723578
2752	4139	5245366
2753	18485	1729528
2754	11528	519038
2755	14325	730686
2756	82578	976644
2757	5259	456914
2758	10898	600308
2759	31173	3113047
2760	29080	1049171
2761	70668	732693
2762	20787	5224064
2763	17646	763653
2764	185758	3839203
2765	8087	3590059
2766	38371	815967
2767	32424	649423
2768	6738	629576
2769	65868	1595662
2770	924	488526
2771	56893	3548445
2772	48855	1363977
2773	5316	471955
2774	16315	1524332
2775	186205	1355548
2776	151284	1918236
2777	7884	610171
2778	99671	1060689
2779	11400	2088312
2780	5379	435366
2781	14316	892067
2782	29471	796626
2783	9617	160019
2784	54431	1513185
2785	22224	395192
2786	39027	879588
2787	48242	1580676
2788	61975	4780977
2789	7900	3161430
2790	22373	1850233
2791	30914	1885163
2792	60841	1478089
2793	52981	1444405
2794	278287	1041032
2795	9700	1522023
2796	54916	1719192
2797	208081	1512848
2798	29080	2936086
2799	166775	1745785
2800	79057	1543920
2801	165836	2924684
2802	128695	1012499
2803	19796	876963
2804	5151	1750148
2805	25401	1100059
2806	211457	1913661
2807	65479	2215684
2808	14453	3988305
2809	98869	4761037
2810	160137	1194048
2811	30116	1274378
2812	3424	1127719
2813	38936	930204
2814	2396	2012214
2815	19104	873191
2816	26071	589337
2817	100823	3550924
2818	32398	1332113
2819	15608	784301
2820	37624	816820
2821	84250	1083324
2822	78971	1178269
2823	3588	1780749
2824	189482	671788
2825	72662	450250
2826	176249	1735650
2827	37677	1492428
2828	27058	927513
2829	22488	1214293
2830	23424	685955
2831	5015	1261377
2832	3561	505373
2833	32914	2868162
2834	104654	8786300
2835	167138	1300412
2836	127498	2437561
2837	9995	2586082
2838	65535	3176204
2839	266284	2395858
2840	16948	1448373
2841	85831	1263434
2842	28258	808863
2843	27887	1026695
2844	4793	414526
2845	14230	1128529
2846	41738	512585
2847	7312	502612
2848	89464	729413
2849	18392	660088
2850	71684	1605973
2851	3024	254023
2852	9778	1441222
2853	23752	1002121
2854	9403	937204
2855	6194	617745
2856	51342	2154390
2857	9583	866304
2858	1279	428224
2859	3662	2765564
2860	3231	2365642
2861	14993	762682
2862	-3039	623701
2863	23948	678614
2864	9389	808381
2865	63443	2340841
2866	11918	428661
2867	2271	812821
2868	248684	1200958
2869	503524	697371
2870	8536	557157
2871	13028	1082567
2872	86415	934421
2873	12409	588226
2874	8330	1400090
2875	14006	3465790
2876	11394	339753
2877	29664	1785383
2878	8103	1490033
2879	22602	3296945
2880	176347	2272467
2881	414	390525
2882	18110	12371271
2883	41753	538434
2884	3350	16143938
2885	959	510929
2886	16913	664409
2887	3955	1614329
2888	64346	1240259
2889	54522	2215587
2890	26245	1401503
2891	5788	3477340
2892	122577	1247004
2893	14828	3790337
2894	145559	838276
2895	6980	650286
2896	102249	1576011
2897	87388	1385553
2898	56007	1180273
2899	15658	572627
2900	43087	1567573
2901	142092	1095157
2902	31058	936872
2903	6633	814701
2904	27621	1166906
2905	27882	420342
2906	186953	3655211
2907	7693	544891
2908	244445	3232948
2909	7274	299346
2910	45781	600087
2911	48747	2570528
2912	41259	877387
2913	34146	584053
2914	166878	1654328
2915	2601	2158704
2916	66504	3817649
2917	9509	427918
2918	4350	973439
2919	14974	946062
2920	11797	743948
2921	6680	630462
2922	120241	355914
2923	3767	1078764
2924	1968	720993
2925	157263	2645975
2926	167115	706991
2927	182872	2532641
2928	57846	2681673
2929	5926	582228
